id,url,full_name,park_code,description,latitude,longitude,activities,topics,states,designation,cost,entrance,standard_hours,holidays
B2F2941A-1BC1-42ED-B02F-541EBC80AEE4,https://www.nps.gov/coga/index.htm,Constitution Gardens,coga,"Officially established in 1965, National Mall and Memorial Parks actually protects some of the older parkland in the National Park System. Areas within this premier park provide visitors with ample opportunities to commemorate presidential legacies; honor the courage and sacrifice of war veterans; and celebrate the United States commitment to freedom and equality.",38.8909354,-77.04409306,['Junior Ranger Program'],"['American Revolution', 'Monuments and Memorials', 'Wars and Conflicts', 'American Revolutionary War', 'Scenic Views']",DC,,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
6ED827FD-EA71-443E-83EE-9367FD14F940,https://www.nps.gov/coro/index.htm,Coronado National Memorial,coro,"It was a journey of conquest filled with exploration, wonder - and cruelty. Inspired by tales of vast cities of gold, 339 European soldiers and hundreds of Aztec allies embarked on an epic journey through arid deserts and rugged mountains. They encountered rich traditions and brought new technologies. The resulting collision and combination of cultures reverberates today.",31.34900397,-110.2561574,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Caving', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']","['Explorers and Expeditions', 'Monuments and Memorials', 'Animals', 'Birds', 'Caves, Caverns and Karst', 'Geology', 'Scenic Views', 'Watersheds']",AZ,National Memorial,0,Entrance - Free,"{'wednesday': 'Sunrise to Sunset', 'monday': 'Sunrise to Sunset', 'thursday': 'Sunrise to Sunset', 'sunday': 'Sunrise to Sunset', 'tuesday': 'Sunrise to Sunset', 'friday': 'Sunrise to Sunset', 'saturday': 'Sunrise to Sunset'}",
9F7919AF-7B0B-4FDB-98B7-9D0FB3B9E4F1,https://www.nps.gov/cowp/index.htm,Cowpens National Battlefield,cowp,"“…our success was complete…” -- Daniel Morgan to Nathanael Greene, January 19, 1781 A pasturing area at the time of the battle, this Revolutionary War site commemorates the place where Daniel Morgan and his army turned the flanks of Banastre Tarleton's British army. This classic military tactic, known as a double envelopment, was one of only a few in history.",35.13160654,-81.80935433,"['Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Living History', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']","['American Revolution', 'Military', 'Battlefields', 'Wars and Conflicts', 'American Revolutionary War']",SC,National Battlefield,0,Entrance - Free,"{'wednesday': '9:00AM - 5:00PM', 'monday': 'Closed', 'thursday': '9:00AM - 5:00PM', 'sunday': '9:00AM - 5:00PM', 'tuesday': 'Closed', 'friday': '9:00AM - 5:00PM', 'saturday': '9:00AM - 5:00PM'}","[""Washington's Birthday Closure"", 'New Years Day Closure', 'Columbus Day Closure', 'Juneteenth', 'Thanksgiving Day Closure', 'Christmas Day Closure', 'Martin Luther King Day Closure']"
7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,https://www.nps.gov/crla/index.htm,Crater Lake National Park,crla,"Crater Lake inspires awe. Native Americans witnessed its formation 7,700 years ago, when a violent eruption triggered the collapse of a tall peak. Scientists marvel at its purity—fed by rain and snow, it’s the deepest lake in the USA and one of the most pristine on Earth. Artists, photographers, and sightseers gaze in wonder at its blue water and stunning setting atop the Cascade Mountain Range.",42.94065854,-122.1338414,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'RV Camping', 'Compass and GPS', 'Orienteering', 'Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Arts', 'Painting', 'Photography', 'Poetry and Literature', 'Explorers and Expeditions', 'Native American Heritage', 'Animals', 'Birds', 'Cats (wild)', 'Elk', 'Fish', 'Wolves', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Geology', 'Lakes', 'Mountains', 'Natural Sounds', 'Night Sky', 'Scenic Views', 'Trails', 'Unique Species', 'Rare', 'Endangered', 'Volcanoes', 'Watersheds', 'Headwaters', 'Waterfalls', 'Wetlands', 'Wilderness']",OR,National Park,"['30.00', '20.00', '25.00', '15.00', '15.00', '15.00', '25.00', '75.00', '100.00', '200.00']","['Entrance - Private Vehicle', 'Entrance - Private Vehicle', 'Entrance - Motorcycle', 'Entrance - Motorcycle', 'Entrance - Per Person', 'Entrance - Snowmobile', 'Commercial Entrance - Sedan', 'Commercial Entrance - Van', 'Commercial Entrance - Mini-bus', 'Commercial Entrance - Motor Coach']","{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",['Christmas (Closed)']
1388A0C7-D12A-4642-885A-A9C723458BA3,https://www.nps.gov/crmo/index.htm,Craters Of The Moon National Monument & Preserve,crmo,"Craters of the Moon is a vast ocean of lava flows with scattered islands of cinder cones and sagebrush. We invite you to explore this ""weird and scenic landscape"" where yesterday's volcanic events are likely to continue tomorrow.",43.20345611,-113.4791609,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Caving', 'Hiking', 'Backcountry Hiking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Native American Heritage', 'Westward Expansion', 'Animals', 'Birds', 'Caves, Caverns and Karst', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Geology', 'Night Sky', 'Rock Landscapes and Features', 'Trails', 'Unique Species', 'Volcanoes', 'Wilderness']",ID,National Monument & Preserve,"['20.00', '15.00', '25.00', '10.00', '0.00', '100.00', '40.00']","['Entrance - Private Vehicle', 'Entrance - Motorcycle', 'Commercial Entrance - Sedan', 'Entrance - Per Person', 'Entrance - Education/Academic Groups', 'Commercial Entrance - Motor Coach', 'Commercial Entrance - Van']","{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
F341E5A4-959B-4D87-B886-23A884633D33,https://www.nps.gov/cuga/index.htm,Cumberland Gap National Historical Park,cuga,"Cumberland Gap was the first great gateway to the west. Come follow the path of bisons, Native Americans, longhunters, and pioneers. Walk where 300,000 people crossed the Appalachians to settle America. Explore 85 miles of trails and 14,000 acres of wilderness. Stand in 3 states at once. Explore a cave, see Hensley Settlement, or camp under the stars. Come find your connection to Cumberland Gap.",36.62503076,-83.6114083,"['Biking', 'Camping', 'Caving', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store']","['Arts', 'Photography', 'Colonization and Settlement', 'Explorers and Expeditions', 'Farming and  Agriculture', 'Migrations', 'Native American Heritage', 'Wars and Conflicts', 'Civil War', 'Westward Expansion', 'Animals', 'Birds', 'Fish', 'Caves, Caverns and Karst', 'Forests and Woodlands', 'Geology', 'Mountains', 'River and Riparian', 'Rock Landscapes and Features', 'Scenic Views', 'Trails']","KY,TN,VA",National Historical Park,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
EF680908-DE76-4336-BD51-F33BEB09B4D7,https://www.nps.gov/cuis/index.htm,Cumberland Island National Seashore,cuis,"St Marys is the gateway to Cumberland Island, Georgia's largest and southernmost barrier island. Here pristine maritime forests, undeveloped beaches and wide marshes whisper the stories of both man and nature. Natives, missionaries, enslaved African Americans and Wealthy Industrialists all walked here. Cumberland Island is also home to over 9,800 acres of Congressionally designated Wilderness.",30.85857484,-81.45253575,"['Biking', 'Boating', 'Camping', 'Guided Tours', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching']","['Animals', 'Fire']",GA,National Seashore,['15.00'],['Entrance - Per Person'],"{'wednesday': 'Sunrise to Sunset', 'monday': 'Sunrise to Sunset', 'thursday': 'Sunrise to Sunset', 'sunday': 'Sunrise to Sunset', 'tuesday': 'Sunrise to Sunset', 'friday': 'Sunrise to Sunset', 'saturday': 'Sunrise to Sunset'}",
80E30980-1B26-4AE7-A039-FA7D8D119070,https://www.nps.gov/cure/index.htm,Curecanti National Recreation Area,cure,"Located on the Western slope of the Rocky Mountains of Colorado, Curecanti includes three reservoirs in the Upper Gunnison River Basin (Blue Mesa, Morrow Point, and Crystal). There are opportunities for hiking, boating, kayaking, camping, fishing, paddle-boarding, windsurfing, wildlife watching, and many other recreational activities.",38.46584558,-107.3303371,"['Boating', 'Boat Tour', 'Camping', 'Fishing', 'Fly Fishing', 'Guided Tours', 'Boat Tour', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Swimming', 'Wildlife Watching', 'Birdwatching']","['Archeology', 'Explorers and Expeditions', 'Transportation', 'Trains and Railroads', 'Animals', 'Fish', 'Fossils and Paleontology', 'Geology', 'Trails', 'Unique Species', 'Rare']",CO,National Recreation Area,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
F4D44F29-3F67-498F-B05B-0783473D2708,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley National Park,cuva,"Though a short distance from the urban areas of Cleveland and Akron, Cuyahoga Valley National Park seems worlds away. The park is a refuge for native plants and wildlife, and provides routes of discovery for visitors. The winding Cuyahoga River gives way to deep forests, rolling hills, and open farmlands. Walk or ride the Towpath Trail to follow the historic route of the Ohio & Erie Canal.",41.26093905,-81.57116722,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Biking', 'Mountain Biking', 'Camping', 'Fishing', 'Food', 'Picnicking', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Reenactments', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Downhill Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Architecture and Building', 'Arts', 'Colonization and Settlement', 'Farming and  Agriculture', 'Industry', 'Mills', 'Music', 'Native American Heritage', 'Transportation', 'Canals', 'Trains and Railroads', 'Animals', 'Birds', 'Forests and Woodlands', 'Deciduous Forests', 'Lakes', 'River and Riparian', 'Trails', 'Watersheds', 'Waterfalls', 'Wetlands']",OH,National Park,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
D1EAA1D1-E855-42FF-9D06-8E983413BDE5,https://www.nps.gov/cech/index.htm,César E. Chávez National Monument,cech,"Yes, we can! Widely recognized as the most important Latino leader in the United States during the twentieth century, César E. Chávez led farm workers and supporters in the establishment of the country's first permanent agricultural union. His leadership brought sustained international attention to the plight of U.S. farm workers, and secured for them higher wages and safer working conditions",35.22729389,-118.5615781,"['Junior Ranger Program', 'Park Film']","['Burial, Cemetery and Gravesite', 'Farming and  Agriculture', 'Hispanic American Heritage', 'Laborer and Worker', 'Migrant Workers', 'Labor Movement', 'Latino American Heritage', 'Monuments and Memorials', 'Social Movements', 'Civil Rights']",CA,National Monument,0,Entrance - Free,"{'wednesday': '10:00AM - 4:00PM', 'monday': '10:00AM - 4:00PM', 'thursday': '10:00AM - 4:00PM', 'sunday': '10:00AM - 4:00PM', 'tuesday': '10:00AM - 4:00PM', 'friday': '10:00AM - 4:00PM', 'saturday': '10:00AM - 4:00PM'}","['Christmas Eve & Christmas Day', 'Thanksgiving & the Friday After', ""New Year's Eve & New Year's Day"", 'Easter Sunday']"
C62B89CF-F912-46F4-878C-8EEBD843CEC6,https://www.nps.gov/daav/index.htm,Dayton Aviation Heritage National Historical Park,daav,"Dayton Aviation Heritage National Historical Park exists at the heart of one of the world’s most significant, globally impactful stories: the discovery of the secrets of controllable flight. Through perseverance and determination the Wright brothers and Paul Laurence Dunbar were able to overcome obstacles in their lives and leave their respective marks on history.",39.78944467,-84.10442045,"['Biking', 'Road Biking', 'Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['African American Heritage', 'Arts', 'Poetry and Literature', 'Aviation', 'Science, Technology and Innovation', 'Transportation']",OH,National Historical Park,0,Entrance - Free,"{'wednesday': '9:00AM - 4:00PM', 'monday': '9:00AM - 4:00PM', 'thursday': '9:00AM - 4:00PM', 'sunday': '9:00AM - 4:00PM', 'tuesday': '9:00AM - 4:00PM', 'friday': '9:00AM - 4:00PM', 'saturday': '9:00AM - 4:00PM'}","['Christmas Day', 'Thanksgiving Day', ""New Year's Day""]"
C40BEE20-AF31-4DB5-AC77-D53EC89D1D9F,https://www.nps.gov/deso/index.htm,De Soto National Memorial,deso,"In May 1539, Conquistador Hernando de Soto’s army of soldiers, hired mercenaries, craftsmen, and clergy made landfall in Tampa Bay. They were met with fierce resistance of indigenous people protecting their homelands. De Soto’s quest for glory and gold would be a four year, four thousand mile odyssey of intrigue, warfare, disease, and discovery that would form the history of the United States.",27.52272613,-82.64335416,"['Fishing', 'Saltwater Fishing', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'Paddling', 'Kayaking', 'Shopping', 'Bookstore and Park Store']","['Explorers and Expeditions', 'Hispanic American Heritage', 'Maritime', 'Maritime - Military', 'Ships and Shipwrecks', 'Military', 'Indigenous and Native Warrior', 'Native American Heritage', 'Tragic Events', 'Massacres', 'Wars and Conflicts', 'Colonial/European Contact Conflicts', 'Animals', 'Birds', 'Tortoises and Turtles', 'Estuaries and Mangroves', 'Wetlands', 'Marshes', 'Swamps']",FL,National Memorial,0,Entrance - Free,"{'wednesday': '9:00AM - 5:00PM', 'monday': '9:00AM - 5:00PM', 'thursday': '9:00AM - 5:00PM', 'sunday': '9:00AM - 5:00PM', 'tuesday': '9:00AM - 5:00PM', 'friday': '9:00AM - 5:00PM', 'saturday': '9:00AM - 5:00PM'}","['Thanksgiving Day Park Closed', 'Christmas Day Park Closed', 'New Years Day Park Closed']"
FFC9F9C4-D79D-4CA7-AB0F-7A2AD30061CD,https://www.nps.gov/deva/index.htm,Death Valley National Park,deva,"In this below-sea-level basin, steady drought and record summer heat make Death Valley a land of extremes. Yet, each extreme has a striking contrast. Towering peaks are frosted with winter snow. Rare rainstorms bring vast fields of wildflowers. Lush oases harbor tiny fish and refuge for wildlife and humans. Despite its morbid name, a great diversity of life thrives in Death Valley.",36.48753731,-117.134395,"['Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Canyoneering', 'Food', 'Flying', 'Golfing', 'Guided Tours', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Living History', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']","['Archeology', 'Asian American Heritage', 'Incarceration', 'Japanese-American Internment', 'Industry', 'Mining', 'Native American Heritage', 'Westward Expansion', 'The Gold Rush', ""Women's History"", 'Animals', 'Birds', 'Fish', 'Tortoises and Turtles', 'Climate Change', 'Dunes', 'Foothills, Plains and Valleys', 'Fossils and Paleontology', 'Geology', 'Mountains', 'Night Sky', 'Astronomy', 'Scenic Views', 'Trails', 'Unique Species', 'Endangered', 'Wilderness']","CA,NV",National Park,"['30.00', '25.00', '15.00', '10.00', '25.00', '75.00', '100.00', '200.00', '15.00', '0.00']","['Entrance - Private Vehicle', 'Entrance - Motorcycle', 'Entrance - Per Person', 'Commercial Entrance - Per Person', 'Commercial Entrance - Sedan', 'Commercial Entrance - Van', 'Commercial Entrance - Mini-bus', 'Commercial Entrance - Motor Coach', 'Entrance - Non-commercial Groups', 'Entrance - Education/Academic Groups']","{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
ECCA243E-109D-4D73-8546-B0A2553DD9E5,https://www.nps.gov/dewa/index.htm,Delaware Water Gap National Recreation Area,dewa,"Situated within the most densely populated region of the United States, Delaware Water Gap National Recreation Area provides a unique opportunity to experience tranquil landscapes, rich human history, and striking scenery along 40 miles of the longest free-flowing river east of the Mississippi. The park offers year-round recreation including hiking, paddling, fishing, and hunting.",41.12793491,-74.94751173,"['Arts and Culture', 'Auto and ATV', 'Scenic Driving', 'Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'Arts', 'Dams', 'Conservation Movement', 'Animals', 'Birds', 'Foothills, Plains and Valleys', 'Forests and Woodlands', 'Geology', 'Freshwater Springs', 'Lakes', 'River and Riparian', 'Scenic Views', 'Trails', 'Waterfalls', 'Wetlands']","NJ,PA",National Recreation Area,['10.00'],['Entrance - Private Vehicle'],"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
C0BF2A42-E353-4FAE-B4C4-AA0676B58100,https://www.nps.gov/dena/index.htm,Denali National Park & Preserve,dena,"Denali is six million acres of wild land, bisected by one ribbon of road. Travelers along it see the relatively low-elevation taiga forest give way to high alpine tundra and snowy mountains, culminating in North America's tallest peak, 20,310' Denali. Wild animals large and small roam un-fenced lands, living as they have for ages. Solitude, tranquility and wilderness await.",63.29777484,-151.0526568,"['Arts and Culture', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Mountain Climbing', 'Dog Sledding', 'Flying', 'Guided Tours', 'Bus/Shuttle Guided Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Hunting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Park Film']","['Archeology', 'Arts', 'Aviation', 'Industry', 'Mining', 'Westward Expansion', 'The Gold Rush', 'Animals', 'Birds', 'Wolves', 'Arctic', 'Tundra', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Fossils and Paleontology', 'Dinosaur', 'Geology', 'Glaciers', 'Mountains', 'Natural Sounds', 'Night Sky', 'Aurora Borealis', 'Scenic Views', 'Trails', 'Wilderness']",AK,National Park & Preserve,['15.00'],['Entrance - Per Person'],"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
2DC9444C-880F-4738-BA1F-6FB123935A02,https://www.nps.gov/depo/index.htm,Devils Postpile National Monument,depo,"Established in 1911 by presidential proclamation, Devils Postpile National Monument protects and preserves the Devils Postpile formation, the 101-foot high Rainbow Falls, and pristine mountain scenery. The formation is a rare sight in the geologic world and ranks as one of the world's finest examples of columnar basalt. Its' columns tower up to 60 feet and display a striking symmetry.",37.6152564,-119.0873903,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Car or Front Country Camping', 'Fishing', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Junior Ranger Program', 'Wildlife Watching']","['Animals', 'Climate Change', 'Fire', 'Forests and Woodlands', 'Coniferous Forests', 'Geology', 'Groundwater', 'Freshwater Springs', 'Mountains', 'Natural Sounds', 'Night Sky', 'Astronomy', 'River and Riparian', 'Scenic Views', 'Trails', 'Volcanoes', 'Watersheds', 'Waterfalls', 'Wetlands', 'Marshes', 'Swamps', 'Wilderness']",CA,National Monument,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}","['October No Overnight Parking', 'Monument Closed']"
335368E4-B5CE-4370-8324-4A841AFA5025,https://www.nps.gov/deto/index.htm,Devils Tower National Monument,deto,"The Tower is an astounding geologic feature that protrudes out of the prairie surrounding the Black Hills. It is considered sacred by Northern Plains Indians and indigenous people. Hundreds of parallel cracks make it one of the finest crack climbing areas in North America. Devils Tower entices us to learn more, explore more and define our place in the natural and cultural world.",44.59064655,-104.7156341,"['Astronomy', 'Stargazing', 'Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching']","['Explorers and Expeditions', 'Native American Heritage', 'Presidents', 'Schools and Education', 'Transportation', 'Roads, Routes and Highways', 'Wars and Conflicts', 'Tribal Conflicts', 'Westward Expansion', 'Homesteading', 'The Gold Rush', ""Women's History"", 'Forests and Woodlands', 'Geology', 'Night Sky', 'Astronomy', 'River and Riparian', 'Rock Landscapes and Features', 'Buttes', 'Trails']",WY,National Monument,"['25.00', '20.00', '15.00', '25.00', '40.00', '40.00', '100.00']","['Entrance - Private Vehicle', 'Entrance - Motorcycle', 'Entrance - Per Person', 'Commercial Entrance - Sedan', 'Commercial Entrance - Van', 'Commercial Entrance - Mini-bus', 'Commercial Entrance - Motor Coach']","{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
061D9754-B947-48FD-99BE-1FE1AAD1BB90,https://www.nps.gov/dino/index.htm,Dinosaur National Monument,dino,"Dinosaurs once roamed here. Their fantastic remains are still visibly embedded in the rocks. Today, the mountains, desert, and untamed rivers flowing in deep canyons support an array of life. Petroglyphs hint at earlier cultures. Later, homesteaders and outlaws found refuge here. Whether your passion is science, adventure, history or scenery, Dinosaur offers much to explore.",40.50739742,-108.9333714,"['Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']","['Archeology', 'Arts', 'Photography', 'Explorers and Expeditions', 'Westward Expansion', 'Homesteading', 'Ancient Seas', 'Animals', 'Birds', 'Elk', 'Fish', 'Canyons and Canyonlands', 'Forests and Woodlands', 'Coniferous Forests', 'Fossils and Paleontology', 'Dinosaur', 'Geology', 'Mountains', 'Natural Sounds', 'Night Sky', 'River and Riparian', 'Scenic Views', 'Thickets and Shrublands', 'Trails', 'Unique Species', 'Endangered', 'Watersheds', 'Wilderness']","CO,UT",National Monument,"['25.00', '20.00', '15.00', '50.00', '60.00', '150.00', '25.00', '0.00', '25.00', '15.00']","['Entrance - Private Vehicle', 'Entrance - Motorcycle', 'Entrance - Per Person', 'Commercial Entrance - Van', 'Commercial Entrance - Mini-bus', 'Commercial Entrance - Motor Coach', 'Entrance - Non-commercial Groups', 'Entrance - Education/Academic Groups', 'Commercial Entrance - Sedan', 'Commercial Entrance - Per Person']","{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
167A05D1-5793-49E0-89FE-0A1DDFA9A7F4,https://www.nps.gov/drto/index.htm,Dry Tortugas National Park,drto,"Almost 70 miles (113 km) west of Key West lies the remote Dry Tortugas National Park. This 100-square mile park is mostly open water with seven small islands. Accessible only by boat or seaplane, the park is known the world over as the home of magnificent Fort Jefferson, picturesque blue waters, superlative coral reefs and marine life, and the vast assortment of bird life that frequents the area.",24.628741,-82.87319,"['Astronomy', 'Stargazing', 'Boating', 'Camping', 'Fishing', 'Guided Tours', 'Paddling', 'Junior Ranger Program', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']","['Architecture and Building', 'African American Heritage', 'Forts', 'Maritime', 'Coastal Defenses', 'Lighthouses', 'Ships and Shipwrecks', 'Military', 'US Army', 'US Navy', 'Wars and Conflicts', 'Civil War', 'Animals', 'Alligators or Crocodiles', 'Birds', 'Fish', 'Tortoises and Turtles', 'Geology', 'Natural Sounds', 'Night Sky', 'Oceans', 'Coral Reefs', 'Unique Species', 'Endangered']",FL,National Park,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
658C035B-119B-4C6F-9720-67872AD6A8A5,https://www.nps.gov/ddem/index.htm,Dwight D. Eisenhower Memorial,ddem,The Dwight D. Eisenhower Memorial tells the story of one of America's greatest leaders of the 20th century.,38.8869476647,-77.018737554,"['Guided Tours', 'Self-Guided Tours - Walking']","['Monuments and Memorials', 'Presidents']",DC,Memorial,0,Entrance - Free,"{'wednesday': 'All Day', 'monday': 'All Day', 'thursday': 'All Day', 'sunday': 'All Day', 'tuesday': 'All Day', 'friday': 'All Day', 'saturday': 'All Day'}",
